# list of object assets to load in this scene
[ASSETS]
mushroom.txt
mario.txt
goomba.txt
coin.txt
cloud.txt
brick.txt
questionbrick.txt
leaf.txt
ground.txt
colorblock.txt
background.txt
koopa.txt
fireball.txt
VenusFireTrap.txt
effect.txt
flygoomba.txt
P_Power.txt
BreakBrickPiece.txt
PiranhaPlant.txt
GreenKoopa.txt
HUD.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 6 = QuestionBrick
# See OBJECT_TYPE constants in AssetIDs.h


# BG 
#big bushes
8	24	180	16	15	5	120022	120023	120025
8	104	180	16	15	3	120026	120023	120024
8	24	164	16	15	2	120022	120023	120025
8	56	164	16	15	3	120026	120023	120024
8	104	164	16	15	3	120022	120025	120028
8	24	148	16	15	3	120027	120026	120024
8	72	148	16	15	2	120027	120023	120028
8	104	148	16	15	2	120027	120023	120028
8	40	132	16	15	2	120027	120023	120028

8	824	164	16	15	1	120027	120023	120026
8	840	164	16	15	7	120026	120023	120024
8	840	148	16	15	3	120022	120025	120026
8	888	148	16	15	3	120025	120026	120023
8	936	148	16	15	1	120024	120023	120025
8	840	132	16	15	2	120020	120023	120021
8	872	132	16	15	3	120020	120026	120024
8	920	132	16	15	2	120020	120023	120021
8	888	116	16	15	2	120020	120023	120021

8	952	164	16	15	2	120020	120023	120026
8	984	164	16	15	2	120023	120025	120024
8	968	148	16	15	3	120022	120025	120028
8	968	132	16	15	2	120020	120023	120021

8	1886	180	16	15	2	120020	120023	120026
8	1918	180	16	15	2	120023	120025	120024
8	1902	164	16	15	3	120022	120025	120021
8	1902	148	16	15	2	120020	120023	120021

8	2392	180	16	15	6	120022	120023	120024
8	2392	164	16	15	5	120022	120023	120025
8	2472	164	16	15	1	120021	120026	120021
8	2392	148	16	15	5	120022	120023	120024
8	2392	132	16	15	3	120020	120026	120023
8	2440	132	16	15	2	120023	120026	120024
8	2408	116	16	15	2	120020	120023	120026
8	2440	116	16	15	2	120023	120026	120024
8	2424	100	16	15	3	120022	120023	120024
8	2424	84	16	15	3	120022	120025	120021
8	2424	68	16	15	2	120020	120023	120021

#small tree bushes
8	168	180	16	15	3	120010	120011	120012
8	680	164	16	15	6	120010	120011	120012
8	1048	164	16	15	2	120010	120011	120012

8	1192	179	16	15	3	120010	120011	120012

8	1726	179	16	15	3	120010	120011	120012
#colorblock
8	280	106	16	15	3	111001	112001	113001
8	280	122	16	15	3	114001	115001	116001
8	280	138	16	15	3	114001	115001	116001
8	280	154	16	15	3	114001	115001	116001
8	280	170	16	15	3	114001	115001	116001
8	280	179	16	15	3	117001	118001	119001

8	248	140	16	15	3	111000	112000	113000
8	248	154	16	15	3	114000	115000	116000
8	248	170	16	15	3	114000	115000	116000
8	248	179	16	15	3	117000	118000	119000

8	520	91	16	15	4	111003	112003	113003
8	520	107	16	15	4	114003	115003	116003
8	520	123	16	15	4	114003	115003	116003
8	520	139	16	15	4	114003	115003	116003
8	520	155	16	15	4	114003	115003	116003
8	520	170	16	15	4	114003	115003	116003
8	520	179	16	15	4	117003	118003	119003

8	472	123	16	15	4	111000	112000	113000
8	472	139	16	15	4	114000	115000	116000
8	472	155	16	15	4	114000	115000	116000
8	472	170	16	15	4	114000	115000	116000
8	472	179	16	15	4	117000	118000	119000

8	408	155	16	15	5	111002	112002	113002
8	408	170	16	15	5	114002	115002	116002
8	408	179	16	15	5	117002	118002	119002

8	520	164	16	15	6	111002	112002	113002
8	520	179	16	15	6	117002	118002	119002

8	1336	106	16	15	7	111001	112001	113001
8	1336	122	16	15	7	114001	115001	116001
8	1336	138	16	15	7	114001	115001	116001
8	1336	154	16	15	7	114001	115001	116001
8	1336	170	16	15	7	114001	115001	116001
8	1336	179	16	15	7	117001	118001	119001

8	1304	139	16	15	7	111000	112000	113000
8	1304	155	16	15	7	114000	115000	116000
8	1304	170	16	15	7	114000	115000	116000
8	1304	179	16	15	7	117000	118000	119000

8	1272	164	16	15	7	111002	112002	113002
8	1272	179	16	15	7	117002	118002	119002

8	2190	50	16	15	3	111002	112002	113002
8	2190	60	16	15	3	114002	115002	116002
8	2190	75	16	15	3	114002	115002	116002
8	2190	84	16	15	3	114002	115002	116002
8	2190	100	16	15	3	114002	115002	116002
8	2190	116	16	15	3	114002	115002	116002
8	2190	132	16	15	3	114002	115002	116002
8	2190	148	16	15	3	114002	115002	116002
8	2190	163	16	15	3	114002	115002	116002
8	2190	179	16	15	3	117002	118002	119002

8	2158	150	16	15	3	111000	112000	113000
8	2158	165	16	15	3	114000	115000	116000
8	2158	179	16	15	3	117000	118000	119000


#cloud
8	115	51	16	15	3	120033	120034	120035
8	115	67	16	15	3	120036	120037	120038

8	330	40	16	15	3	120033	120034	120035
8	330	56	16	15	3	120036	120037	120038

8	640	55	16	15	3	120033	120034	120035
8	640	71	16	15	3	120036	120037	120038

8	730	85	16	15	5	120033	120034	120035
8	730	101	16	115	5	120036	120037	120038

8	1650	85	16	15	5	120033	120034	120035
8	1650	101	16	115	5	120036	120037	120038

8	2344	51	16	15	3	120033	120034	120035
8	2344	67	16	15	3	120036	120037	120038

#ground
8	632	196	16	15	29	94000	95000	96000
##### sky zone ######
#color block
8	1320	-95	16	15	4	111000	112000	113000
#8	1320	-80	16	15	4	114000	115000	116000
8	1320	-80	16	15	4	117000	118000	119000
#cloud block
8	1410	-50	16	15	4	54000	55000	56000
8	1495	-66	16	15	13	54000	55000	56000
#####################################################
#underground#####
#background black
8	1850	405	700	400	5	120050	120051	120052
######################################################
##MAP END GOAL
8	2540	150	186	87	1	120067	120000	120001
8	2540	7	186	87	1	120067	120000	120001
8	2540	-151	186	87	1	120067	120000	120001
8	2540	-215	186	87	1	120067	120000	120001

8	2705	103	186	87	1	120068	120000	120001
8	2905	-151	700	400	5	120050	120051	120052
########

# MARIO
0	10	100
#maplimit
12	-9	84
12	-9	100
12	-9	116
12	-9	132
12	-9	148
12	-9	164
12	-9	179
#deadline under hole
9	1098	280
9	1113	280
9	1129	280
9	1145	280

9	1510	280
9	1525	280

9	1625	280
9	1635	280
9	1645	280

9	2255	212
#PIRANHA PLANT
14	1798	148

15	1450	100

#QuestionBrick
6	184	120	0
6	200	120	0
6	232	75	0
6	248	75	1
6	424	108	0

6	664	164	2
6	712	132	0

6	1480	147	1

6	2032	147	4

#Platform
5	8	195	16	15	39	91000	92000	93000

5	632	180	16	15	29	91000	92000	93000
#5	632	196	16	15	29	94000	95000	96000

5	1160	195	16	15	22	91000	92000	93000

5	1544	195	16	15	5	91000	92000	93000

5	1662	195	16	15	37	91000	92000	93000

5	2270	195	16	15	39	91000	92000	93000
#Colorblock
7	248	136	16	9	3	101000	102000	103000
7	280	102	16	9	3	101000	102000	103000
7	408	150	16	9	5	101000	102000	103000
7	472	119	16	9	4	101000	102000	103000
7	520	87	16	9	4	101000	102000	103000
7	520	160	16	9	6	101000	102000	103000

7	1272	160	16	9	7	101000	102000	103000
7	1304	135	16	9	7	101000	102000	103000
7	1336	102	16	9	7	101000	102000	103000

7	2158	146	16	9	3	101000	102000	103000
7	2190	46	16	9	3	101000	102000	103000
#brick
1	1512	114	1
1	1528	114	1

1	1576	179	1
1	1592	179	1
1	1608	179	1
1	1592	163	1
1	1608	163	1
1	1608	147	1

1	1662	179	1
1	1678	179	1
1	1694	179	1
1	1662	163	1
1	1678	163	1
1	1662	147	1

#shining brick

1	1984	147	2
1	2000	147	2
1	2016	147	2 

1	1968	163	2
1	1984	163	2
1	2000	163	2
1	2016	163	2
1	2032	163	2

1	1952	179	2
1	1968	179	2
1	1984	179	2
1	2000	179	2
1	2016	179	2
1	2032	179	2
1	2048	179	2

1	2110	179	2
1	2094	179	2
1	2094	163	2

3	2096	130

#Coin
4	1080	110	0
4	1105	75	0
4	1130	50	0
4	1155	25	0
4	1180	0	0

#VENUS FIRE TRAP
10	367	128

10	1862	128

#Goomba
2	350	120
2	450	155
2	1010	120
2	980	120
#flygoomba
13	1040	120

#koopa
3	605	135

#Pipe
7	359	146	16	16	2	101000	102000	103000
11	359	148	16	15	2	120040	120010	120041
11	359	163	16	16	2	120042	120010	120043
11	359	178	16	15	2	120042	120010	120043


7	1790	163	16	15	2	101000	102000	103000
11	1790	164	16	15	2	120040	120010	120041
11	1790	179	16	15	2	120042	120010	120043


7	1854	146	16	15	2	101000	102000	103000
11	1854	148	16	15	2	120040	120010	120041
11	1854	179	16	15	2	120042	120010	120043
11	1854	164	16	15	2	120042	120010	120043

1	2270	148	1
1	2286	148	1
11	2270	164	16	15	2	120042	120010	120043
11	2270	179	16	15	2	120042	120010	120043

1	2270	84	1
1	2286	84	1
11	2270	68	16	15	2	120042	120010	120043
11	2270	52	16	15	2	120042	120010	120043
11	2270	36	16	15	2	120042	120010	120043
11	2270	20	16	15	2	120042	120010	120043
11	2270	4	16	15	2	120042	120010	120043
11	2270	-12	16	15	2	120042	120010	120043
11	2270	-28	16	15	2	120042	120010	120043
11	2270	-44	16	15	2	120042	120010	120043
11	2270	-60	16	15	2	120042	120010	120043
11	2270	-76	16	15	2	120042	120010	120043
11	2270	-92	16	15	2	120042	120010	120043
11	2270	-108	16	15	2	120040	120010	120041
45	2280	-110	1	2100	230
45	2263	-110	0	2100	230
45	2297	-110	0	2100	230
11	2334	164	16	15	2	120040	120010	120041
11	2334	179	16	15	2	120042	120010	120043


###############SKY ZONE #################
#color block
7	1320	-99	16	9	4	101000	102000	103000
7	1410	-53	16	9	4	101000	102000	103000
7	1495	-69	16	9	13	101000	102000	103000
#coin
4	1336	-170	0
4	1352	-170	0
4	1368	-170	0

4	1474	-140	0
4	1495	-140	0

4	1542	-125	0
4	1558	-125	0
4	1574	-125	0
4	1590	-125	0

4	1622	-140	0
4	1638	-140	0
4	1654	-140	0
4	1670	-140	0

4	1702	-105	0

4	1734	-140	0

4	1766	-125	0

4	1798	-155	0

4	1830	-125	0
#question block
6	1442	-125	3

###########################

#underground zone##########
#Brick
5	1967	211	16	15	8	20007	20008	20009
5	1967	227	16	15	8	20007	20008	20009
5	1967	243	16	15	8	20007	20008	20009
5	1967	259	16	15	8	20007	20008	20009
5	1967	275	16	15	8	20007	20008	20009
5	1967	291	16	15	8	20007	20008	20009
5	1967	307	16	15	8	20007	20008	20009
5	1967	323	16	15	8	20007	20008	20009
5	1967	339	16	15	8	20007	20008	20009
5	1967	355	16	15	8	20007	20008	20009

5	1967	371	16	15	32	20007	20008	20009
5	1967	387	16	15	32	20007	20008	20009

5	2127	211	16	15	12	20007	20008	20009

5	2351	211	16	15	8	20007	20008	20009
5	2351	227	16	15	8	20007	20008	20009
5	2351	243	16	15	8	20007	20008	20009
5	2351	259	16	15	8	20007	20008	20009
5	2303	275	16	15	11	20007	20008	20009
5	2287	291	16	15	12	20007	20008	20009
5	2271	307	16	15	13	20007	20008	20009
5	2255	323	16	15	14	20007	20008	20009
5	2239	339	16	15	15	20007	20008	20009
5	2223	355	16	15	16	20007	20008	20009
#pipe
11	2095	211	16	15	2	120044	120010	120045
11	2095	227	16	15	2	120046	120010	120047

11	2319	211	16	15	2	120044	120010	120045
11	2319	227	16	15	2	120046	120010	120047

45	2325	227	2	2340	148
45	2310	227	0	2340	148
45	2340	227	0	2340	148
#coin
4	2176	259	0

4	2192	243	0
4	2208	243	0

4	2224	259	0
4	2224	275	0

4	2192	291	0
4	2208	291	0

4	2224	307	0
4	2224	323	0

4	2192	339	0
4	2208	339	0

4	2176	323	0
##########################
#Portal 
50	2800	160	2816	180	1
